,keyword,page,position,id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
10,iphone,3,33,0X7XQVXG28BS,Cell Phones,Restored Apple iPhone 12 Mini - Carrier Unlocked - 64 GB Blue (Refurbished),Apple,3.4,,"This phone has been fully tested and has been reset to factory settings by a certified technician. Phone is in good working order with minimal to no scratches, scuffs, dings or blemishes present. Comes with compatible USB cable and compatible wall adapter. No SIM card is included. This phone is Unlocked for both GSM and CDMA carriers.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-12-Mini-Carrier-Unlocked-64-GB-Blue-Refurbished_504f878a-190d-4ab8-a987-bd1f89537eab.1bd2e9adb858ec3834e4d9d70f49cd0e.jpeg,254.92,USD
11,iphone,3,32,6PRKQHUWFOCI,Cell Phones,Apple iPhone XR 64GB White (Boost Mobile) (Refurbished: Good),iPhone,3.5,,"This iPhone is only for use with Boost Mobile and cannot be Unlocked for use on any other carriers. iPhone has been fully tested and reset to factory settings by a certified technician and is in great cosmetic condition with minor wear and tear including scratches, scuffs, dings and blemishes present. Comes with a compatible USB cable and wall adapter. No SIM card is included.",https://i5.walmartimages.com/seo/Apple-iPhone-XR-64GB-White-Boost-Mobile-Refurbished-Good_3f025ddf-eb8e-45b3-8866-74a4713ee207.b0706e3dc55e20835dbb35aa8a6c883c.jpeg,198.97,USD
12,iphone,3,31,0XXD9XRPNORZ,Cell Phones,"Cricket Wireless Apple iPhone SE 2022, 64GB, 4GB RAM, Midnight - Prepaid Smartphone",Apple,4.4,,"iPhone SE is the powerful iPhone ever. Featuring A15 Bionic, the fastest chip in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it’s so much of the iPhone you love, in a not so big size.",https://i5.walmartimages.com/seo/Cricket-Wireless-Apple-iPhone-SE-2022-64GB-4GB-RAM-Midnight-Prepaid-Smartphone_758fbced-8b33-4955-a76d-326d9b428ddf.4eab9c0b6ec1c9217d63d3b725506a3c.jpeg,299.0,USD
13,iphone,3,30,2TCE6URP6IR6,Cell Phones,Pre-owned Apple iPhone 12 128GB GSM/CDMA Phone Blue C (Refurbished - Good),Apple,3.3,,"This Apple iPhone 12 has been professionally restored to working order by an approved vendor.  It is in Perfect Working Condition with 9/10 Cosmetic Rating. Fully Unlocked  compatible with all carriers.
Internally, the iPhone 12 is powered by a 64-bit 3.0 GHz ""Apple A14 Bionic"" processor with six cores -- two performance cores and four high-efficiency cores -- and a 16-core Neural Engine. It has 4 GB of RAM, 128 GB of flash storage. It also supports 802.11ax Wi-Fi 6 with 2x2 MIMO, 5G wireless, Bluetooth 5.0, Ultra Wideband ""for spatial awareness,"" NFC for Apple Pay, ""Express Cards with power reserve"" for compatible transit systems, and dual SIMs (one hardware nano SIM and one software-based eSIM).
All iPhone 12 models have a haptic-touch capable 6.1"" (diagonal) ""Super Retina XDR"" display (2532x1170, 460 ppi) that occupies nearly the entire front of the device. It has three cameras. On the front -- tucked in the ""notch"" -- is a ""TrueDepth"" camera that in addition to supporting ""Advanced Face ID"" identification functionality, takes 12 megapixel photos, shoots 4K video, and has software support for Portrait mode, Portrait lighting, and more. The rear packs dual 12 megapixel, 4K video-capable Ultra Wide (f/2.4 aperture, 120-degree field of view) and Wide (f/1.6 aperture) cameras. Apple notes that the iPhone 12 provides ""computational photography"" features that improve low-light performance and reduce noise compared to earlier iPhone models.

The iPhone 12 uses a ""aerospace-grade"" aluminum case with flat sides and has a glass front and back. The front has a ""Ceramic Shield"" cover for improved durability and the back has an integrated ""MagSafe"" magnetic charging connection. It is splash, water, and dust-resistant to the IP68 standard (maximum depth of 6 meters up to 30 minutes).",https://i5.walmartimages.com/seo/Pre-owned-Apple-iPhone-12-128GB-GSM-CDMA-Phone-Blue-C-Refurbished-Good_aeeba372-57b0-41c6-a5a5-b4ce8c363a51.22b4ac8c723d574312d3c31047965656.jpeg,319.0,USD
14,iphone,3,29,7E4LKSRKY18M,Cell Phones,Apple iPhone 11 Pro 64GB Space Gray Fully Unlocked B Grade Used Smartphone,Apple,,,"Shoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 5.8-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes. Phones are in Excellent Condition and are 100% Functional. These phones will not be in the original packaging and include Brand New Non OEM MFi certified power cable and UL approved power adapter. Headphones are not included. These phones are Fully Unlocked and are Compatible with all major U.S. carriers, including Verizon, AT&T, and T-Mobile. All Phones have been fully tested and are in excellent working order. Device may show some light scuffs or scratch marks from handling.",https://i5.walmartimages.com/seo/Apple-iPhone-11-Pro-64GB-Space-Gray-Fully-Unlocked-B-Grade-Used-Smartphone_bedbab21-93b3-4414-84f0-829b675cbfdb_1.19ecafb270a2cad65a1192bfba81d563.jpeg,298.97,USD
15,iphone,3,28,34VUAYSKZKM8,Cell Phones,"Restored Apple iPhone X 256GB, Space Gray - Unlocked GSM (Refurbished)",Apple,0.0,,"5.8-inch (Diagonal) All-Screen OLDE Mul-touch Super Retina HD Display, 1125 x 2436 pixel resolution with IP67 Certification, Oleophobic CoatingA11 Bionic Chip with Hexa-Core Processor, iOS, Embedded M11 Motion CoProcessor12 Megapixel Wide-Angle & Telephoto Camera with f/1.8 Aperture (Wide-Angle, f/2.4 Aperture (Telephoto), Quad-LED True Tone Flash, Hybrid IR Filter + 7 Megapixel Front Camera with f/2.2 Aperture, Retina Flash and Auto HDR
The iPhone X was Apple's flagship 10th anniversary iPhone featuring a 5.8-inch OLED display, facial recognition and 3D camera functionality, a glass body, and an A11 Bionic processor, wireless charging and an improved rear camera with dual optical image stabilization. iPhone X delivers an innovative and secure new way for customers to unlock, authenticate and pay using Face ID, enabled by the new True Depth camera. Our vision has always been to create an iPhone that is entirely screen. One so immersive the device itself disappears into the experience. And so intelligent it can respond to a tap, your voice, and even a glance. With iPhone X, that vision is now a reality. Say hello to the future.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-X-256GB-Space-Gray-Unlocked-GSM-Refurbished_6d715e2a-8b51-4e30-aa09-e2a999f1d565.9ff25409a3208277a144acd91031e6ce.jpeg,199.95,USD
16,iphone,3,27,11PZ5LL38K7T,Cell Phones,Restored Apple iPhone 12 Pro 128GB Unlocked - Graphite (Refurbished),Apple,4.0,,"&lt;p&gt;This item is in good condition, showing signs of use from normal wear. It is backed by a 90 day warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition. This product has been determined fully functional by our industry leading 30+ point functionality inspection. UL approved charging cable are included. This product will not come in its original packaging; Headphones, SIM card and manual will not be included.&lt;/p&gt;&lt;p&gt;The iPhone 12 Pro introduced industry-leading specs and a somewhat return to form in design for the next generation smartphone. Equipped with a 6.1 inch OLED Super Retina display, the iPhone 12 Pro packs beautiful colors and high pixel resolution in a large screen. The iPhone 12 Pro features Apple’s next generation A14 Bionic Chip, and a 12MP camera system, equipped with wide, telephoto, and ultrawide cameras. The iPhone 12 Pro is also splash, waster, and dust resistant. &lt;/p&gt;",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-12-Pro-128GB-Unlocked-Graphite-Refurbished_d4a056f7-d8dd-4442-9856-1f8c1c3b94f8.43dfff0f9f43b026d70011698e1a8ee5.jpeg,399.95,USD
17,iphone,3,26,2EOVXVS3BAOR,Cell Phones,Apple iPhone 13 Pro Max 128GB 256GB 512GB 1024GB All Colors - Factory Unlocked Cell Phones Very Refurbished (Refurbished: Good),Apple,3.4,,"The Apple iPhone 13 Pro Max is in very good condition. Housing may have moderate scratches, faint discoloration no more than 10 visible scuffs. The display lens might have light to mild amount of shallow depths scratches. LCD may contain few dead or stuck pixels without impairing the functionalities. It has passed our 30+ points inspection and proven 100% functional. Comes in retail or generic/gift box with USB Cable. It is Factory Unlocked and works with any wireless carrier; AT&T, Verizon, Sprint, T-Mobile...etc.",https://i5.walmartimages.com/seo/Apple-iPhone-13-Pro-Max-128GB-256GB-512GB-1024GB-All-Colors-Factory-Unlocked-Cell-Phones-Very-Refurbished-Refurbished-Good_6c75b668-ade3-4376-84df-ebebf6539e20.18aa01fada41327649f68d14a8ff8ac8.jpeg,679.99,USD
18,iphone,3,25,18ZRG3VY72H5,Cell Phones,"Boost Mobile iPhone SE3, 64 gb, Black - Prepaid Smartphone",Boost Mobile,4.7,,"The Boost Mobile iPhone SE3, 64 GB, Black - Prepaid Smartphone, is built with the same industry-leading security features that customers expect from Apple — protecting privacy and giving customers control of their information. For example, Touch ID and the Secure Enclave protect fingerprint data, Intelligent Tracking Prevention on Safari helps stop advertisers that follow users from site to site, Photos uses machine learning to organize photos on device and more. iPhone SE with iOS 13 delivers a seamless experience with software and hardware integration unlike any other smartphone. iOS 13 features a dramatic look with Dark Mode, a more private way to sign in to apps and websites with Sign In with Apple, and an all-new Maps experience that delivers faster and more accurate navigation and beautiful street-level imagery with Look Around.",https://i5.walmartimages.com/seo/Boost-Mobile-iPhone-SE3-64-gb-Black-Prepaid-Smartphone_a8d86472-4d0f-42f5-aba0-34b082582258.a5c2991e270c32affe825a4e6bb62e8c.jpeg,239.46,USD
19,iphone,3,24,14FV3P7PCEHM,Cell Phones,"Apple iPhone XR 64GB Fully Unlocked (Verizon + Sprint + GSM Unlocked) - Black (Poor Cosmetics, Fully Functional)",Apple,,,"Liquid Retina - Introducing the most advanced LCD in the industry. All-new Liquid Retina. Innovative engineering allows to stretch the display into the corners. The result is an all-screen design - our largest LCD ever in an iPhone - that still fits comfortably in your hand. A picture is worth a trillion operations. The iPhone Xr camera system harnesses the unprecedented power of the Neural Engine and its ability to perform five trillion operations per second. Together with the Apple-designed ISP, it works like the world's fastest photographer's assistant to help turn your pictures into showstoppers. A whole new level of intelligence. The A12 Bionic, with our next-generation Neural Engine, delivers incredible performance. It uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. Security made simple. Face ID reinvented the way we unlock, log in, and pay. Some of our most sophisticated technologies - the TrueDepth camera system, the Secure Enclave, and the Neural Engine - make it the most secure facial authentication ever in a smartphone. And even faster and easier to use. Resists water and dust. The most durable front glass in a smartphone, sealed and precision-fitted with the aerospace-grade aluminum band, helps create an enclosure that's water resistant up to 1 meter for 30 minutes. iPhone Xr even resists spills from Coffee, Tea, Soda, and more.",https://i5.walmartimages.com/seo/Apple-iPhone-XR-64GB-Fully-Unlocked-Verizon-Sprint-GSM-Unlocked-Black-Poor-Cosmetics-Fully-Functional_60af53eb-8ca6-4065-bf08-146b8c1677c6.44f5d870fccc27e384f2f885c9dd3b4a.jpeg,209.95,USD
20,iphone,3,23,2C28N3WGG4N6,Cell Phones,Apple iPhone 12 Pro Max 128GB 256GB 512GB All Colors - Factory Unlocked Cell Phone - Good Condition - Refurbished,Apple,3.5,,"The Apple iPhone 12 Pro Max is in very good condition. Housing may have moderate scratches, faint discoloration no more than 10 visible scuffs. The display lens might have light to mild amount of shallow depths scratches. LCD may contain few dead or stuck pixels without impairing the functionalities. It has passed our 30+ points inspection and proven 100% functional. Comes in retail or generic/gift box with Wall adapter and USB Cable. It is Factory Unlocked and works with any wireless carrier; AT&T, Verizon, Sprint, T-Mobile...etc.",https://i5.walmartimages.com/seo/Apple-iPhone-12-Pro-Max-128GB-256GB-512GB-All-Colors-Factory-Unlocked-Cell-Phone-Good-Condition-Refurbished_56085d5e-e4d9-4b53-9739-cf8bcf7011df.8985be480ed01ba2a71a618e2517b753.jpeg,472.77,USD
21,iphone,3,22,4XSRPVSPXR48,Cell Phones,iPhone 11 64GB Black (Unlocked) (Refurbished: Good),Apple,3.4,,"This iPhone has been fully tested and been reset to factory settings by a certified technician. Phone is in good working order with minor wear and tear including scratches, scuffs, dings or blemishes. Comes with compatible USB cable and compatible wall adapter. No SIM card is included. This phone is Unlocked for use with GSM and CDMA carriers.",https://i5.walmartimages.com/seo/iPhone-11-64GB-Black-Unlocked-Refurbished-Good_1c3f253a-f6c3-40e2-869c-babdec0b2601.17c96ad5087f5bd04954c76bc5e2a33e.jpeg,234.95,USD
22,iphone,3,21,4GL8F0GPD1MP,Cell Phones,Restored Apple iPhone 13 Pro Graphite (Unlocked) (Refurbished),Apple,3.5,,"This item is refurbished. The iPhone 13 Pro has the most advanced dual-camera system ever on iPhone. Lightning fast A15 Bionic chip. Built with a durable design, superfast 5G and a retina XDR display. This iPhone has been professionally refurbished. It is in excellent condition with little to no light scratches, scuffs and no blemishes.",https://i5.walmartimages.com/seo/Restored-Apple-iPhone-13-Pro-Graphite-Unlocked-Refurbished_fd7bdfad-a2dc-499b-bbba-6ad347eee573.1dc82aed15d510a44a72d52fb7339166.jpeg,584.0,USD
23,iphone,3,20,1T3A88G74K9L,Cell Phones,Refurbished Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone,Apple,3.3,,"This iPhone XR is in good-used condition. It is 100% functional and in good cosmetic condition with the possibility of a few light hair marks and scratches. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This iPhone XR is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.",https://i5.walmartimages.com/seo/Refurbished-Apple-iPhone-XR-64GB-Factory-Unlocked-Smartphone-4G-LTE-iOS-Smartphone_e9ca8e7d-b262-477d-8ad2-dc69e1ecc92c.7e61ce852fbd4ac3f02126e40ffe1fba.jpeg,179.99,USD
24,iphone,3,19,2V0AAQQEKGXH,Cell Phones,iPhone 8 64GB Gray (AT&T) (Refurbished: Good),iPhone,4.1,,"This iPhone is only for use with AT&T and cannot be Unlocked for use on any other carriers. iPhone has been fully tested and reset to factory settings by a certified technician and is in great cosmetic condition with minor wear and tear including scratches, scuffs, dings and blemishes present. Comes with a compatible USB cable and wall adapter. No SIM card is included.",https://i5.walmartimages.com/seo/iPhone-8-64GB-Gray-AT-T-Refurbished-Good_16f15e55-fd35-44ab-a429-3c9d04e26aae.ce622decd137af6f11576114eff8136c.jpeg,98.0,USD
25,iphone,3,18,4QZ2O7QTK4CL,Cell Phones,Refurbished Apple iPhone 8 64GB Space Gray LTE Cellular 3D032LL/A,Apple,3.7,,"*This item is REFURBISHED. iPhone 8 is a new generation of iPhone. Designed with most durable glass and a stronger aerospace grade aluminum band. Charges wirelessly.Â¹ Resists water and dust.Â² 4.7-inch Retina HD display with True Tone.Â³ The 12MP camera comes with a new sensor and advanced image signal processor. Powered by A11 Bionic, a most powerful smartphone chip. Supports augmented reality experiences in games and apps. With iPhone 8, intelligence has never looked better.",https://i5.walmartimages.com/seo/Refurbished-Apple-iPhone-8-64GB-Space-Gray-LTE-Cellular-3D032LL-A_12564404-905c-4756-b431-01765268ae84.94d55b771f96b00e82646468204a9d0a.jpeg,104.46,USD
26,iphone,3,17,27EON57E2PAE,Cell Phones,Apple iPhone 12 Mini 64GB 128GB 256GB All Colors - Factory Unlocked Smartphone - Good Condition,Apple,3.9,,"The Apple iPhone 12 Mini is in very good condition. Housing may have moderate scratches, faint discoloration no more than 10 visible scuffs. The display lens might have light to mild amount of shallow depths scratches. LCD may contain few dead or stuck pixels without impairing the functionalities. It has passed our 30+ points inspection and proven 100% functional. Comes in retail or generic/gift box with Wall adapter and USB Cable. It is Factory Unlocked and works with any wireless carrier; AT&T, Verizon, Sprint, T-Mobile...etc. What to Expect:  -> Fully Tested, Fully Functional  -> Data Cleared & Ready to Use -> 60 Days Seller Warranty WHAT IS INCLUDED:  Apple iPhone 12 Mini  Wall Adapter USB Cable Retail Box (Open) COMPATIBLE NETWORKS:  AT&T T-Mobile Simple Mobile Metro PCs Straight Talk Cricket Net 10 Verizon* All GSM & CDMA** Carriers Worldwide *Requires an existing active SIM to activate device. **Its the buyer sole responsibility to ensure and check with his / her carrier of the compatibility of the device with his / her network.",https://i5.walmartimages.com/seo/Apple-iPhone-12-Mini-64GB-128GB-256GB-All-Colors-Factory-Unlocked-Smartphone-Good-Condition_72803c78-7209-4996-9644-9cff3048e292.aac9c9ca839fe1f6ae37d76e3b799661.jpeg,269.94,USD
27,iphone,3,16,16R3I723YRPC,Cell Phones,Pre-Owned Apple iPhone 13 128GB 256GB 512 GB All Colors - Factory Unlocked Cell Phones (Refurbished: Good),Apple,,,"The Apple iPhone 13 is in very good condition. Housing may have moderate scratches, faint discoloration no more than 10 visible scuffs. The display lens might have light to mild amount of shallow depths scratches. LCD may contain few dead or stuck pixels without impairing the functionalities. It has passed our 30+ points inspection and proven 100% functional. Comes in retail or generic/gift box with USB Cable. It is Factory Unlocked and works with any wireless carrier; AT&T, Verizon, Sprint, T-Mobile...etc.",https://i5.walmartimages.com/seo/Pre-Owned-Apple-iPhone-13-128GB-256GB-512-GB-All-Colors-Factory-Unlocked-Cell-Phones-Refurbished-Good_86c99a98-9c11-47a2-b762-0131d2ecf556.d7bc11ed2952ed3e7d18b8a05f761747.jpeg,534.0,USD
